51306831225,efd,9,221
51306848910,dgf,116,83
51306862198,geb,5,308
51306864400,dgf,99,76
51306883691,dad,23,205
51306886994,abf,44,290
51306914349,fcd,173,37
51306965062,fga,296,221
51306969023,ecc,15,138
51306984145,daf,252,137
51306990257,agf,238,120
51307015088,bbd,154,177
51307020472,dbd,23,35
51307022289,cbg,220,267
51307065586,bgd,12,203
51307081086,dbe,23,79
51307095571,cdg,147,232
51307129858,eab,247,217
51307136729,caf,130,30
51307142336,dfd,207,135
51307151355,aea,171,232
51307167437,gde,107,135
51307174466,fef,137,162
51307177744,bcf,151,238
51307212110,gbg,116,314
51307214989,aef,81,117
51307221441,dfb,228,130
51307223643,adf,262,258
51307242076,fdb,218,17
51307245351,aad,117,34
51307300914,dcf,116,131
51307305693,dbc,225,102
51307333939,bag,20,197
51307335658,def,87,122
51307350407,gef,294,110
51307354031,fba,222,141
51307366800,gdd,117,228
51307381109,cda,14,144
51307408044,gfc,293,113
51307411563,gcf,41,57
51307429643,dgc,161,164
51307441911,fea,221,56
51307451167,bbb,83,252
51307453344,gdg,127,277
51307456241,fgg,82,79
51307464482,ffe,277,171
51307505540,efa,296,260
51307511487,ead,56,167
51307520975,aca,142,177
51307541999,cca,82,178
51307553892,ggd,200,267
51307592979,fbe,97,244
51307608211,fga,16,203
51307619833,geg,160,49
51307623350,dfb,78,126
51307650635,bce,162,187
51307657130,baf,142,221
51307682833,cca,175,158
51307694961,feb,250,289
51307700439,bcg,21,131
51307707963,eeb,200,50
51307709086,faa,41,28
51307733730,fab,275,31
51307770759,ggg,208,352
51307781851,abd,252,256
51307782832,afd,127,240
51307789011,cdf,110,224
51307790369,bcg,144,137
51307802603,aeb,254,11
51307808684,ddg,239,243
51307831057,fcb,126,24
51307834642,ced,107,31
51307846667,fdd,198,70
51307852898,acc,101,72
51307864710,ffb,245,92
51307870787,bdf,100,178
51307878173,ebg,268,51
51307897327,bgb,150,81
51307897433,acf,196,255
51307898670,fgf,212,76
51307905625,bgf,246,148
51307917901,abb,235,161
51307923717,dfc,180,10
51307949627,geg,33,46
51307971916,ffg,154,26
51308000113,fae,112,164
51308015203,acg,166,225
51308022835,bcb,194,180
51308027323,gag,229,246
51308089832,geb,97,258
51308105632,gcb,241,159
51308126969,ffd,157,148
51308127068,aac,161,326
51308142517,ecb,255,255
51308147860,cac,137,20
51308155179,cad,197,12
51308167097,fff,272,226
51308168715,adg,66,69
51308200961,cff,59,61
51308207205,gfd,88,183
51308221680,eba,18,90
51308241849,bdd,235,149
51308276697,dba,40,243
51308278544,gce,147,47
51308282224,cea,65,78
51308282499,bdg,14,42
51308302439,ace,111,144
51308376431,ceb,11,152
51308381443,dga,27,60
51308386956,gad,109,226
51308388547,acd,88,91
51308389106,eec,102,222
51308420204,gaa,2,80
51308424210,ccf,41,309
51308438587,ggb,272,253
51308486163,gec,274,130
51308488073,gec,86,104
51308488604,ebc,102,136
51308496577,bfd,91,282
51308539542,fcf,253,87
51308547653,ffa,63,72
51308568770,cbc,142,112
51308575805,gff,230,20
51308579570,add,293,138
51308580875,fgc,218,268
51308582917,gdb,172,196
51308590344,gdd,221,253
51308621472,cab,46,238
51308630249,bdb,9,219
51308639862,aag,279,12
51308682263,ege,271,58
51308684196,eeb,53,56
51308694087,cbe,223,133
51308698488,cgc,50,220
51308698648,ace,145,142
51308708835,bgg,79,136
51308720333,afb,67,73
51308735551,caa,75,208
51308736343,gcd,130,283
51308759071,cge,71,158
51308766591,aeg,90,100
51308768289,cfd,236,258
51308788363,dbg,71,168
51308797053,edg,213,141
51308799524,fcg,57,57
51308800572,fdd,146,81
51308815503,ecd,270,314
51308831574,cad,185,12
51308848649,cef,265,215
51308863150,gaf,204,57
51308869647,bfc,87,270
51308870499,cef,184,184
51308878875,gbe,11,81
51308879910,bee,104,60
51308889538,cbg,121,301
51308924977,dge,226,129
51308925658,cfd,9,221
51308928403,bae,296,145
51308929229,dgb,265,97
51308954303,ggf,259,195
51308959037,gca,219,222
51308970518,bff,243,27
51308991264,aad,184,29
51308992674,dec,275,167
51309009916,cba,45,39
51309019078,agb,121,212
51309027510,fed,253,83
51309032895,cce,278,258
51309034847,bfg,103,124
51309073905,fce,119,78
51309084808,cba,261,34
51309085055,eae,287,127
51309096269,gfg,42,185
51309103931,bad,70,209
51309111613,fed,25,89
51309113255,cbb,255,201
51309128942,aeb,105,12
51309140296,bfa,218,152
51309144219,feg,242,147
51309163837,deg,39,143
51309189816,aaa,182,67
51309232788,dab,289,224
51309235264,bbe,15,295
51309237245,eaa,284,241
51309241590,cdd,55,290
51309278614,fec,142,279
51309304766,edc,175,54
51309305544,edb,74,251
51309312660,aae,104,113
51309314711,acb,234,198
51309324737,dfa,196,80
51309349083,gag,197,206
51309349414,dee,162,93
51309360230,fff,106,203
51309361200,afb,23,83
51309368068,gce,243,46
51309381918,gac,249,102
51309388886,ccd,1,113
51309403533,fba,214,141
51309404555,bdc,222,54
51309419151,ggg,168,330
51309451041,eff,197,116
51309454927,ceg,184,64
51309460152,gac,291,95
51309473019,dff,56,197
51309512518,agg,249,261
51309529437,ddf,255,14
51309557951,dcg,138,28
51309564667,bde,81,43
51309655372,ggc,67,263
51309656718,faa,42,26
51309661573,gfa,92,171
51309692314,aeb,31,10
51309693863,beb,110,51
51309701215,eef,94,114
51309717642,afd,68,240
51309745071,cbd,91,85
51309747355,bef,188,227
51309784728,ebd,76,230
51309801972,fbb,177,184
51309802471,aec,36,270
51309821517,dgd,135,108
51309822375,cac,288,19
51309826312,gac,278,89
51309834343,gfb,140,92
51309834998,bcf,242,192
51309848298,aaa,114,62
51309877496,abc,196,131
51309912843,bbc,8,315
51309922501,fee,258,127
51309938544,fdb,74,13
51309941827,cee,115,8
51309947990,ece,166,158
51309974313,ddb,245,51
51309980904,fac,1,27
51309997143,abb,295,140
51310018659,cce,218,242
51310081980,bgf,186,121
51310091321,eee,248,37
51310131864,bfb,43,184
51310136900,eef,298,106
51310140233,baf,27,262
51310141492,cag,124,285
51310166592,dgb,75,90
51310177796,cdf,157,215
51310178101,bed,114,165
51310182977,afc,54,27
51310184235,dag,64,108
51310211612,ffd,61,136
51310257274,dce,195,149
51310257980,aea,297,192
51310314677,dcc,163,279
51310315170,fdb,12,14
51310319317,deb,87,283
51310324772,ebf,203,74
51310344334,fcd,111,43
51310352512,ddc,231,40
51310394383,caf,274,34
51310413244,fbe,18,256
51310416674,cde,57,59
51310427314,eeg,177,12
51310437878,agd,114,245
51310487389,ebe,156,112
51310529596,dbg,115,136
51310534198,gec,164,123
51310540768,gee,125,127
51310542985,bce,132,188
51310544882,bbf,127,350
51310551951,bbf,32,290
51310578803,bdd,134,128
51310583553,bge,112,104
51310589027,cec,108,65
51310595966,fdc,254,139
51310598814,gec,7,100
51310608791,fbg,193,80
51310636009,eef,264,99
51310657604,bgf,160,108
51310660292,cfb,90,27
51310663147,ebb,106,75
51310688652,gae,45,77
51310698638,ada,179,281
51310700524,bff,205,28
51310730439,baa,26,180
51310735763,fbg,281,74
51310739494,adc,63,213
51310749954,fea,206,56
51310753008,cdb,19,211
51310806557,dgg,44,30
51310828234,ffc,235,175
51310841572,dea,149,23
51310861808,bfb,118,193
51310904901,dcb,157,71
51310958420,ceb,190,124
51310993559,aag,6,13
51311003282,gag,208,212
51311041549,fbd,77,13
51311047921,gcc,166,42
51311076023,egg,183,96
51311088877,cbg,38,276
51311104536,baa,34,145
51311118830,bbb,204,241
51311120258,gga,263,27
51311121840,aee,54,234
51311121914,dee,180,93
51311145883,fdg,89,213
51311151231,aae,230,122
51311185055,cge,163,169
51311204342,bab,288,31
51311220981,eag,260,114
51311226403,ebe,184,127
51311228981,dde,32,53
51311230773,aga,13,183
51311278120,baa,268,118
51311286252,dcd,215,257
51311294114,bag,60,226
51311319836,beg,135,36
51311323006,aec,41,256
51311324807,eee,228,34
51311353524,ggc,165,268
51311366075,bgf,236,100
51311367886,cgd,91,157
51311371937,cfa,109,340
51311395943,ecf,146,319
51311399008,dbc,226,89
51311402382,dag,24,126
51311409793,dag,120,114
51311467125,faf,277,272
51311474335,bbg,250,201
51311485965,fge,158,41
51311489455,gfd,25,186
51311509704,ebg,219,48
51311521068,fga,98,241
51311543997,faf,200,258
51311549217,bae,258,129
51311549936,ede,6,54
51311579883,faa,92,27
51311610969,cef,8,167
51311612022,aea,175,195
51311618759,fac,63,28
51311627471,gdf,4,191
51311630529,efb,45,281
51311637937,dbb,209,100
51311643041,feg,194,141
51311666416,egc,163,76
51311670594,edf,35,105
51311674032,abd,146,258
51311720323,bcf,155,176
51311724931,aab,37,63
51311752791,ccd,46,122
51311757595,dfe,135,149
51311762944,fdf,117,70
51311785551,egf,262,20
51311790262,gcg,98,208
51311792095,eec,74,204
51311793970,cgf,79,7
51311796542,efd,113,196
51311807610,bdc,123,47
51311831752,ccc,95,269
51311834566,fbf,261,193
51311834926,ecg,14,105
51311855177,cfc,52,227
51311879714,gba,30,66
51311898953,cce,77,278
51311921292,abd,187,304
51311944634,eaf,199,75
51311967902,gbd,192,139
51311976277,bae,213,153
51311992101,ecb,230,234
51311993644,acd,16,81
51312005515,cdf,39,245
51312049643,bef,17,188
51312059186,eae,280,149
51312119649,egd,110,244
51312138107,bba,286,52
51312151158,fdc,34,165
51312170122,cae,76,127
51312171093,ebf,70,76
51312174863,fge,151,46
51312201808,acb,169,201
51312206467,cga,71,263
51312207085,dfb,71,142
51312243806,bga,80,111
51312261496,aca,203,145
51312265365,dgf,156,86
51312269830,aba,190,328
51312277134,dag,56,103
51312281185,def,186,131
51312302813,daa,96,60
51312311213,bfb,93,187
51312334958,fad,96,54
51312365021,eda,190,229
51312377895,aca,280,129
51312424136,adf,1,239
51312426309,bca,101,210
51312433806,bbc,180,302
51312435903,fea,229,55
51312477435,ade,107,119
51312493840,ddg,119,201
51312504515,fag,63,283
51312513258,dgc,102,173
51312518409,gff,208,21
51312531197,aag,39,14
51312535463,bdf,161,147
51312547523,fca,191,414
51312562845,gbb,186,30
51312563016,eff,199,121
51312570181,adf,199,248
51312586312,fag,292,260
51312601477,egd,36,253
51312628678,bea,111,77
51312632389,gce,26,46
51312638568,age,14,35
51312652787,baa,284,113
51312655179,afd,103,283
51312657356,dca,36,156
51312712557,gbe,134,93
51312718480,dbe,184,68
51312724595,bcg,77,119
51312726697,aab,197,57
51312733069,gbf,299,23
51312742817,fgd,145,169
51312745448,aaf,96,57
51312758889,ged,37,224
51312761648,dcc,16,251
51312793004,edd,151,55
51312813348,dce,71,177
51312837394,efa,149,293
51312870538,fga,35,250
51312919107,gfe,208,9
51312972013,gfa,56,200
51312972393,abe,116,250
51312986586,eee,54,29
51312987395,efa,195,293
51312991036,dag,296,116
51313016600,gdd,208,273
51313022140,fbb,110,152
51313033958,gda,232,70
51313075601,eda,173,199
51313094111,ggf,296,212
51313102573,bce,29,219
51313106502,abb,184,133
51313107358,gge,70,104
51313111225,fcg,279,53
51313150280,ebb,73,76
51313158620,bfc,204,224
51313167239,ffb,186,96
51313169203,fdg,80,232
51313176893,agc,140,5
51313178762,fbg,91,68
51313180792,ece,158,140
51313182600,ffa,254,72
51313184755,eea,31,214
51313189110,ccg,153,214
51313189595,agg,233,208
51313197146,bda,115,102
51313235059,fgb,299,207
51313274160,cge,218,194
51313278832,aed,298,85
51313294940,gfb,223,91
51313315732,cdc,244,65
51313321271,fcg,88,62
51313365228,eed,22,7
51313390094,gdg,84,282
51313404307,bbf,76,290
51313412626,eef,80,85
51313431101,bgd,123,203
51313442102,abg,63,88
51313451570,bec,34,17
51313470513,egb,133,187
51313480103,cgg,96,14
51313501280,gfg,203,209
51313503161,beb,249,48
51313526997,efg,52,210
51313536645,cga,15,213
51313544159,gac,263,82
51313563674,cge,16,226
51313568580,dbf,29,36
51313575300,cda,2,154
51313590661,bff,149,27
51313595168,gaa,92,90
51313603058,eba,128,74
51313606288,bgg,23,125
51313632923,aef,238,100
51313661931,cfg,133,34
51313679130,cba,57,29
51313704642,gea,2,190
51313729282,eec,211,175
51313749650,gfd,184,208
51313758151,dcb,149,66
51313801880,ade,112,107
51313828630,acd,36,75
51313836070,eba,146,88
51313837416,caf,90,31
51313840790,cbf,173,68
51313851370,bfe,93,314
51313859495,fgg,214,70
51313864157,efa,67,295
51313868154,ggb,231,212
51313875196,fbc,135,264
51313883191,bbd,27,177
51313897609,dfd,264,130
51313909329,eef,187,73
51313954388,fda,47,31
51314023213,dfg,187,95
51314027573,acb,36,176
51314030267,fed,56,97
51314035865,dcb,261,63
51314047236,cbe,291,125
51314068427,fba,157,114
51314073718,gbc,175,40
51314090953,dca,240,171
51314092981,afe,227,169
51314113981,dae,33,10
51314149271,bcg,299,123
51314150413,dda,79,329
51314159565,bac,206,16
51314172928,gef,24,125
51314176070,ebd,211,234
51314205833,egd,21,247
51314222900,dad,238,215
51314228674,gaf,157,46
51314230448,ebe,148,127
51314233821,fef,37,165
51314263263,bab,203,26
51314269462,beb,278,42
51314299701,gef,157,133
51314304127,fab,185,33
51314314734,dac,259,23
51314318760,dag,83,105
51314352992,fae,166,157
51314380779,gab,248,82
51314392425,eaa,116,260
51314414822,fcd,116,37
51314425427,aba,44,301
51314426323,adb,22,130
51314450659,gdf,171,181
51314451006,cgf,90,6
51314480232,cgb,101,85
51314480757,aac,133,339
51314487996,ebc,17,122
51314488851,gac,287,68
51314495636,feg,205,163
51314503713,gfg,39,188
51314545441,fde,46,150
51314562948,gfb,299,79
51314587219,cce,227,291
51314589960,dgg,136,24
51314613254,bcc,6,196
51314616506,cdd,203,263
51314617404,cgc,79,244
51314622383,fcc,98,107
51314636633,eac,25,82
51314651427,ega,168,107
51314652822,bfe,137,373
51314669843,efc,60,18
51314677996,bcb,198,190
51314678195,gfd,236,205
51314687415,eec,29,173
51314688534,aac,111,298
51314707411,fec,191,270
51314723992,eab,98,225
51314734761,fdd,26,92
51314743069,eed,225,7
51314748873,fee,114,149
51314756085,gac,142,58
51314805154,bcd,23,45
51314818866,abf,299,313
51314839477,bad,163,169
51314867633,gbc,278,35
51314880022,ccc,146,266
51314909191,adb,79,132
51314934428,ffg,46,21
51314941154,cdg,147,194
51314953399,egb,158,166
51314958329,abc,5,137
51314981393,aag,6,13
51314987270,daf,4,116
51315027508,bgc,74,194
51315063765,dad,200,180
51315068490,gcf,92,63
51315087352,ded,154,237
51315181016,abb,265,130
51315181875,afg,68,13
51315183879,ffg,296,16
51315204355,ada,19,247
51315204433,aea,9,196
51315241192,gea,270,174
51315249733,ffd,192,123
51315268757,dge,182,107
51315271321,bdg,58,40
51315282697,dga,218,64
51315291196,edd,28,62
51315312120,agd,24,240
51315314755,cgc,139,195
51315347653,aff,108,79
51315348866,ceb,265,114
51315359755,geg,169,45
51315362332,dec,279,143
51315472120,gfd,169,225
51315481233,efe,106,71
51315488962,dcg,56,31
51315499150,aae,230,137
51315508944,aeg,296,110
51315556233,gdc,75,187
51315559971,gbd,238,134
51315570117,ada,278,264
51315579725,bae,276,172
51315595944,aec,2,248
51315608755,daf,186,112
51315615931,fgc,169,233
51315676264,beg,105,37
51315690814,eae,213,134
51315722559,fcf,140,79
51315743592,ggf,238,248
51315775733,dbe,265,72
51315780585,cca,285,129
51315788413,fca,69,405
51315793825,ggf,88,230
51315800599,fgf,176,79
51315805144,cfe,78,16
51315808038,bea,178,77
51315815281,gaa,150,73
51315820989,gcc,22,34
51315824051,bee,82,70
51315846860,dcf,144,123
51315851291,gag,6,188
51315855316,dbb,64,106
51315861952,afa,84,198
51315889054,fbf,168,204
51315904814,fba,185,106
51315915204,bge,280,100
51315936475,ece,193,114
51315960324,dbd,220,40
51315982587,fgc,161,263
51316031012,egd,229,286
51316033515,dgd,202,120
51316048766,afd,144,243
51316080340,acc,248,64
51316097424,ecc,196,133
51316142842,ccb,207,189
51316147456,dcc,290,251
51316149111,cbc,71,95
51316151136,bca,180,172
51316159159,acg,205,265
51316161732,ddd,255,66
51316187623,ggg,187,336
51316189415,afa,274,180
51316202545,abc,205,116
51316213981,cgc,142,220
51316214131,eda,218,200
51316220831,ged,276,226
51316248418,ead,129,136
51316264302,dff,258,185
51316275804,caf,153,28
51316280479,efg,42,233
51316298075,age,60,29
51316304570,fcb,106,22
51316313237,cdc,237,72
51316317447,geb,184,296
51316317894,dbg,67,159
51316339050,bbg,22,172
51316350801,ddf,54,11
51316407521,gde,4,124
51316418403,agb,58,186
51316428408,bfd,4,256
51316431776,bbc,163,332
51316434750,eca,82,83
51316442137,gad,99,268
51316443539,cgf,156,5
51316451872,cab,2,254
51316459098,caa,169,243
51316476923,ggd,26,256
51316514059,ddf,96,11
51316523044,afb,163,68
51316539009,eff,200,117
51316557278,cac,129,21
51316560946,efc,233,19
51316574769,eba,178,72
51316590608,cbe,270,101
51316593546,bgf,9,97
51316621956,cfd,128,205
51316640724,abe,68,287
51316671088,ccf,234,361
51316680676,dab,3,190
51316703428,ffe,147,172
51316711262,gfe,41,7
51316740248,aba,266,322
51316786485,feb,177,257
51316798381,agf,178,136
51316810870,eee,21,29
51316824898,fac,62,28
51316826392,daf,195,112
51316832016,bdd,50,142
51316833100,fce,290,67
51316859091,dec,232,137
51316876363,cga,228,219
51316879571,gbg,37,361
51316895162,bfc,68,255
51316897881,cee,5,8
51316954219,bef,226,167
51316966223,fge,228,37
51316970668,aeg,91,104
51317017633,afe,141,160
51317052092,beb,103,43
51317079709,dgd,224,104
51317087068,ege,170,58
51317091533,gcb,100,127
51317096159,acf,201,280
51317110582,eea,245,214
51317112981,gag,82,206
51317125927,feb,62,249
51317131604,fdg,14,257
51317152130,ced,148,29
51317153542,ccc,287,305
51317154879,adf,219,220
51317162279,ebb,175,86
51317163854,gcd,256,257
51317173291,cbg,59,311
51317191980,deb,13,260
51317192832,gdb,284,172
51317214803,adg,192,62
51317215221,cbd,13,86
51317230670,bfg,251,136
51317236284,bfc,262,275
51317237206,dda,133,322
51317244019,bba,211,55
51317246362,cgb,50,91
51317254982,dbb,276,110
51317289196,efa,96,327
51317300018,agc,227,5
51317301330,eee,68,29
51317303880,edc,190,56
51317304270,gad,52,262
51317314161,eeg,106,11
51317325824,gfc,222,118
51317327326,eag,108,102
51317334440,abc,196,114
51317339660,fed,150,100
51317346412,fff,286,221
51317355235,gab,6,68
51317388059,dca,114,174
51317398776,dfa,23,64
51317410215,cag,277,265
51317426773,cce,88,305
51317428701,bac,223,18
51317431341,cbg,68,298
51317433857,add,175,142
51317441498,aae,80,132
51317445401,cea,192,92
51317445890,gdg,105,304
51317452823,bgb,66,87
51317454241,egg,210,79
51317459888,cec,295,76
51317479317,ede,15,54
51317487900,ecb,48,217
51317503401,daf,58,107
51317525346,cbd,245,74
51317541978,dfd,26,144
51317543088,egb,240,187
51317545771,gca,293,177
51317562144,eaf,216,65
51317585036,aab,147,54
51317605477,bdc,165,45
51317608949,deg,261,157
51317613867,gbc,250,41
51317620279,fge,200,30
51317651970,agg,298,178
51317657431,ecg,120,108
51317663375,gba,76,62
51317664876,cda,31,146
51317672500,ccc,83,353
51317675778,cec,124,79
51317684657,cfc,103,222
51317692276,dec,30,137
